pink,pra_duration,emo_pic,duration,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,image.started,image.stopped,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,text.started,key_resp.started,key_resp.keys,key_resp.rt,emopic.started,emopic.stopped,textEndMessage.started,keyEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\positive_high_5621.jpg,5,,,,,0,9,9,18,781.88975880004,781.88975880004,781.88975880004,5.7175925925925934,3.0169553000014275,space,4.15357490000315,,,,,775.8729944000952,775.8729950800771,776.8730149000185,,,786.0731282000197,811.0573412000667,811.0573459800798,811.0740145000163,816.0574278000277,,,,,776.8730149000185,781.88975880004,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\pnegative_high_1201.jpg,5,,,,,0,10,10,10,822.0904046000214,822.0904046000214,822.0904046000214,5.798611111111111,3.833549899980426,space,5.391193899908103,,,,,816.0574278000277,816.0574250799837,817.0741078000283,,,827.5071178000653,852.4913391000591,852.4913367800182,852.5080021000467,857.4914173000725,,,,,817.0741078000283,822.0904046000214,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_high_8370.jpg,7,,,,,0,11,11,19,865.5244252000703,865.5244252000703,865.5244252000703,6.6782407407407405,2.7168580000288785,space,3.6226115999743342,,,,,857.4914173000725,857.4914282800164,858.5081082000397,,,869.1745077000232,894.1582135000499,894.1582121800166,894.1749163999921,899.1587478000438,,,,,858.5081082000397,865.5244252000703,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_high_8492.jpg,1,,,,,0,12,12,16,901.1916627000319,901.1916627000319,901.1916627000319,0.4398148148148151,3.766922799986787,space,5.010740000056103,,,,,899.1587478000438,899.1587500800379,900.1753997000633,,,906.2250380000332,931.2088049000595,931.2088026800193,931.2254723000806,936.2088828000706,,,,,900.1753997000633,901.1916627000319,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\pneutral_7100.jpg,3,,,,,0,13,13,1,940.2422819000203,940.2422819000203,940.2422819000203,2.951388888888889,3.316925000050105,space,4.455567799974233,,,,,936.2088828000706,936.2088829800487,937.2255698000081,,,944.7257134000538,969.7098764000693,969.7098761800444,969.7265364000341,974.7099570999853,,,,,937.2255698000081,940.2422819000203,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\pneutral_7950.jpg,7,,,,,0,14,14,3,982.7429584000492,982.7429584000492,982.7429584000492,6.539351851851852,2.8502271999605,space,3.7162545000901446,,,,,974.7099570999853,974.7099522800418,975.7266352000879,,,986.4763576000696,1011.460542100016,1011.4605427799979,1011.4772033999907,1016.4606195000233,,,,,975.7266352000879,982.7429584000492,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_high_8300.jpg,3,,,,,0,15,15,17,1020.4935602000915,1020.4935602000915,1020.4935602000915,2.3379629629629632,2.700821000034921,space,3.8207902000285685,,,,,1016.4606195000233,1016.460598380072,1017.4773069000803,,,1024.343621200067,1049.327355400077,1049.3273300800938,1049.3440202000784,1054.3274065000005,,,,,1017.4773069000803,1020.4935602000915,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_low_2314.jpg,5,,,,,0,16,16,14,1060.3608677000739,1060.3608677000739,1060.3608677000739,5.416666666666667,2.2501510999863967,space,3.265246900031343,,,,,1054.3274065000005,1054.327404180076,1055.3442495000781,,,1063.6442503000144,1088.628008800093,1088.6279834799934,1088.6446524000494,1093.6280284000095,,,,,1055.3442495000781,1060.3608677000739,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_low_2156.jpg,7,,,,,0,17,17,15,1101.6448626000201,1101.6448626000201,1101.6448626000201,7.013888888888889,4.100371200009249,space,5.069547299994156,,,,,1093.6280284000095,1093.6280316800112,1094.628081700066,,,1106.7621436000336,1131.7457424000604,1131.745795480092,1131.762457899982,1136.7458544999827,,,,,1094.628081700066,1101.6448626000201,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\pneutral_5500.jpg,1,,,,,0,18,18,0,1138.7787876999937,1138.7787876999937,1138.7787876999937,0.8333333333333337,4.483604999957606,space,5.3435734999366105,,,,,1136.7458544999827,1136.745887480094,1137.7625772000756,,,1144.1455304999836,1169.1297221999848,1169.129744380014,1169.1463551000925,1174.1297798000742,,,,,1137.7625772000756,1138.7787876999937,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,emo_pic\positive_low_7340.jpg,1,,,,,0,19,19,12,1176.1627159999916,1176.1627159999916,1176.1627159999916,0.8333333333333337,2.2336634999373928,space,4.024955499917269,,,,,1174.1297798000742,1174.1298057800159,1175.1464529000223,,,1180.2127759000286,1205.1965082000243,1205.196511480026,1205.2131796000758,1210.19656140008,,,,,1175.1464529000223,1176.1627159999916,,,003,001,2023-05-31_13h31.17.339,time_exp,2022.2.5,60.01151019749265,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.19656140008,1210.19656140008,,,,,,,
