pink,pra_duration,emo_pic,duration,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,image.started,image.stopped,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,text.started,key_resp.started,key_resp.keys,key_resp.rt,emopic.started,emopic.stopped,textEndMessage.started,keyEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\positive_low_2314.jpg,5,,,,,0,6,6,14,689.7796930000186,689.7796930000186,689.7796930000186,2.303240740740741,3.933949499973096,space,23.67744399991352,,,,,683.7299341000617,683.7299341400736,684.7632834000979,,,713.4970872000558,738.4808299000142,738.4807955401135,738.4974963000277,743.4809165000916,,,,,684.7632834000979,689.7796930000186,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_low_7340.jpg,1,,,,,0,7,7,12,745.5138397000264,745.5138397000264,745.5138397000264,0.335648148148148,2.2836681999033317,space,12.087080399971455,,,,,743.4809165000916,743.4809123400715,744.4975855000084,,,757.6478183000581,782.6315444000065,782.6315498400596,782.6482140000444,787.6316266000504,,,,,744.4975855000084,745.5138397000264,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pnegative_high_1300.jpg,3,,,,,0,8,8,9,791.6645647000987,791.6645647000987,791.6645647000987,2.0717592592592595,2.9003455999772996,space,12.128625000012107,,,,,787.6316266000504,787.6316266400623,788.6483036000282,,,803.8151935000205,828.7989610000513,828.7989560400252,828.815595000051,833.7990457999986,,,,,788.6483036000282,791.6645647000987,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pneutral_7233.jpg,5,,,,,0,9,9,2,839.8320149000501,839.8320149000501,839.8320149000501,4.027777777777778,2.5006245999829844,space,6.392866600072011,,,,,833.7990457999986,833.7990294400021,834.8156940001063,,,846.2487879000837,871.2329705000157,871.232971640036,871.2496447000885,876.2330544000724,,,,,834.8156940001063,839.8320149000501,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pneutral_5500.jpg,1,,,,,0,10,10,0,878.2659846000606,878.2659846000606,878.2659846000606,0.1041666666666663,3.750317299971357,space,7.239390500006266,,,,,876.2330544000724,876.2330349400523,877.2497477000579,,,885.5327713000588,910.5169571000151,910.5169487400796,910.5336149000796,915.5170467999997,,,,,877.2497477000579,878.2659846000606,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_high_8300.jpg,3,,,,,0,11,11,17,919.5499910000945,919.5499910000945,919.5499910000945,1.3425925925925928,3.1669300000648946,space,5.875237200059928,,,,,915.5170467999997,915.5170482400223,916.5336887000594,,,925.4667517000344,950.4504817000125,950.4504763400997,950.4671338000335,955.4505897000199,,,,,916.5336887000594,919.5499910000945,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_high_5621.jpg,5,,,,,0,12,12,18,961.467352900072,961.467352900072,961.467352900072,4.166666666666667,3.050321100046858,space,9.014055900042877,,,,,955.4505897000199,955.4505853401148,956.4506019999972,,,970.5174982000608,995.5012816000963,995.5012621400762,995.5179240000434,1000.5013498000335,,,,,956.4506019999972,961.467352900072,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pneutral_7100.jpg,3,,,,,0,13,13,1,1004.5180772000458,1004.5180772000458,1004.5180772000458,2.025462962962963,3.100423999945633,space,14.043509100098163,,,,,1000.5013498000335,1000.5013799400418,1001.5013661000412,,,1018.6021070000716,1043.5857936000684,1043.585863740032,1043.6025417000055,1048.5858843000606,,,,,1001.5013661000412,1004.5180772000458,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_low_7325.jpg,3,,,,,0,14,14,13,1052.6189045000356,1052.6189045000356,1052.6189045000356,1.2037037037037042,6.400516699999571,space,8.390538799925707,,,,,1048.5858843000606,1048.5859295400674,1049.6026371000335,,,1061.0361316000344,1086.0199199001072,1086.019936340011,1086.0365529000992,1091.0200023000361,,,,,1049.6026371000335,1052.6189045000356,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pnegative_low_9331.jpg,1,,,,,0,15,15,4,1093.0532131000655,1093.0532131000655,1093.0532131000655,0.06944444444444475,2.600268500042148,space,14.676431100000627,,,,,1091.0200023000361,1091.0200173400458,1092.036652800045,,,1107.7701411000453,1132.7540144000668,1132.7539900400093,1132.770686200005,1137.7541124999989,,,,,1092.036652800045,1093.0532131000655,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pneutral_7950.jpg,7,,,,,0,16,16,3,1145.787138900021,1145.787138900021,1145.787138900021,5.810185185185185,6.316949200001545,space,28.247232499998063,,,,,1137.7541124999989,1137.7541227400884,1138.7708026000764,,,1174.0713888000464,1199.0550864000106,1199.0551280401064,1199.071815000032,1204.0551859000698,,,,,1138.7708026000764,1145.787138900021,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\pnegative_high_1201.jpg,5,,,,,0,17,17,10,1210.0882005000021,1210.0882005000021,1210.0882005000021,4.027777777777778,3.933718799962662,space,6.473171400022693,,,,,1204.0551859000698,1204.0551787400268,1205.0719057000242,,,1216.6054020000156,1241.589161500102,1241.589167540043,1241.6058059000643,1246.5892456000438,,,,,1205.0719057000242,1210.0882005000021,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_high_8492.jpg,1,,,,,0,18,18,16,1248.638799700071,1248.638799700071,1248.638799700071,0.23148148148148168,2.8835632000118494,space,19.298772700014524,,,,,1246.5892456000438,1246.5892472400678,1247.6226055000443,,,1267.9562449000077,1292.9400121000363,1292.9400328400893,1292.9566489000572,1297.940104200039,,,,,1247.6226055000443,1248.638799700071,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,emo_pic\positive_low_2156.jpg,7,,,,,0,19,19,15,1305.9731169000734,1305.9731169000734,1305.9731169000734,5.763888888888888,2.7503243000246584,space,27.59769419999793,,,,,1297.940104200039,1297.9400946400942,1298.9567833000328,,,1333.5906898000976,1358.5744403999997,1358.5744356400915,1358.5911082000239,1363.5745235000504,,,,,1298.9567833000328,1305.9731169000734,,,yo,001,2023-05-31_10h34.34.364,time_exp,2022.2.5,59.987606577846876,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.5745235000504,1363.5745235000504,,,,,,,
