pink,pra_duration,emo_pic,duration,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,image.started,image.stopped,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,textblank1000.stopped,text.started,key_resp.started,key_resp.keys,key_resp.rt,emopic.started,emopic.stopped,textEndMessage.started,keyEnd.started,textEndMessage.stopped,keyEnd.stopped,keyEnd.keys,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\pnegative_low_2520.jpg,5,,,,,0,7,7,6,,,,,858.7762492000002,858.7759504600024,,,864.8663178999996,864.8663178999996,864.8663178999996,4.895833333333333,4.676059100002021,space,15.243786900000487,880.1548621000002,905.1436872000013,905.1437620599997,905.1602564000023,,,,,,,859.8230784000007,864.8663178999996,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pnegative_low_2100.jpg,7,,,,,0,8,8,7,,,,,910.149169700002,910.148909860002,,,918.1991751000023,918.1991751000023,918.1991751000023,6.087962962962964,3.818005200002517,space,13.704947399999583,931.9471973,956.9337603999993,956.9336170600025,956.9504042000008,,,,,,,911.1660577000002,918.1991751000023,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pnegative_high_1120.jpg,7,,,,,0,9,9,11,,,,,961.9392103999999,961.9389875600016,,,970.0055711999994,970.0055711999994,970.0055711999994,6.793981481481482,4.794004700001096,space,25.909032099998512,995.96486,1020.9376398000022,1020.9374141600008,1020.970861400001,,,,,,,962.9534359999998,970.0055711999994,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_high_5621.jpg,5,,,,,0,10,10,18,,,,,1025.9427481999992,1025.9431883599998,,,1032.0009826000023,1032.0009826000023,1032.0009826000023,4.756944444444445,6.942762599999696,space,15.302947900001527,1047.3426517000007,1072.3284000999993,1072.3274508599995,1072.3438346000003,1077.332936400002,,,,,,1026.9624963000024,1032.0009826000023,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pneutral_7100.jpg,3,,,,,0,11,11,1,,,,,1077.332936400002,1077.3326436600025,,,1081.3850091000022,1081.3850091000022,1081.3850091000022,3.0324074074074074,3.8757187999981397,space,16.31935109999722,1097.7705860999995,1122.7495808999993,1122.74961306,1122.782942400001,1127.7551506000018,,,,,,1078.3524656000009,1081.3850091000022,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pnegative_high_1201.jpg,5,,,,,0,12,12,10,,,,,1127.7551506000018,1127.754926960001,,,1133.8102179000016,1133.8102179000016,1133.8102179000016,4.166666666666667,11.119868399997358,space,14.103832499999044,1147.9629091000024,1172.9548376999992,1172.9547842599993,1172.9714674999996,1177.9601724999993,1128.777264700002,,,,,1128.777264700002,1133.8102179000016,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_low_7340.jpg,1,,,,,0,13,13,12,,,,,1177.9601724999993,1177.9601447600023,,,1180.0124517000004,1180.0124517000004,1180.0124517000004,1.2037037037037042,4.138810200001899,space,15.220349400000487,1195.2815962999994,1220.2735563000024,1220.2733307600017,1220.2902332000012,,1178.9789402000024,,,,,1178.9789402000024,1180.0124517000004,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pneutral_7233.jpg,5,,,,,0,14,14,2,,,,,1225.2787295000016,1225.2787698599993,,,1231.3351598000008,1231.3351598000008,1231.3351598000008,4.351851851851852,3.4995344999988447,space,15.567905099998825,1246.9857456999998,1271.9469965999997,1271.9466531599999,1271.9970605000017,1276.9523584000017,,,,,,1226.3012982,1231.3351598000008,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_high_8370.jpg,7,,,,,0,15,15,19,,,,,1276.9523584000017,1276.9521628600003,,,1285.008009199999,1285.008009199999,1285.008009199999,5.127314814814815,5.084754900002736,space,14.086664899996322,1299.1500758000002,1324.1377752000008,1324.1376512600025,1324.1543511000018,,1277.9740990999999,,,,,1277.9740990999999,1285.008009199999,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_low_2156.jpg,7,,,,,0,16,16,15,,,,,1329.1433012000016,1329.1430212600014,,,1337.2038876000006,1337.2038876000006,1337.2038876000006,5.99537037037037,3.3723276000018814,space,19.88185269999849,1357.1312008000023,1382.1181189000017,1382.1184977600012,1382.1346967999998,,,,,,,1330.1691939000011,1337.2038876000006,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_high_8300.jpg,3,,,,,0,17,17,17,,,,,1387.1238602000012,1387.1234828600016,,,1391.1806634999994,1391.1806634999994,1391.1806634999994,2.1759259259259256,5.106571599997551,space,17.292158099999142,1408.5081088000006,1433.491479100001,1433.4912183600015,1433.5080445999993,1438.4968345000016,,,,,,1388.1403164000003,1391.1806634999994,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\positive_high_8492.jpg,1,,,,,0,18,18,16,,,,,1438.4968345000016,1438.496702260002,,,1440.604269200001,1440.604269200001,1440.604269200001,1.3425925925925928,5.438483900001302,space,15.830731699998069,1456.4809638000006,1481.4612510000006,1481.4607326600005,1481.4942908000012,1486.466000100001,1439.5540402000006,,,,,1439.5540402000006,1440.604269200001,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,emo_pic\pnegative_high_6230.jpg,1,,,,,0,19,19,8,,,,,1486.466000100001,1486.4664508600024,,,1488.5216966000007,1488.5216966000007,1488.5216966000007,1.0185185185185188,4.701386599997932,space,16.03023949999806,1504.6018626000005,1529.5968993999995,1529.5970523599997,1529.6137538000003,1534.6024460000008,1487.4800168000002,,,,,1487.4800168000002,1488.5216966000007,,,,,,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.6024460000008,1534.6024460000008,1564.6024017000018,1564.6024017000018,None,001,001,2023-05-30_15h09.28.845,time_exp,2022.2.5,60.13981303711603,
