pink,pra_duration,emo_pic,duration,pra_trials.thisRepN,pra_trials.thisTrialN,pra_trials.thisN,pra_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,image.started,image.stopped,textrest.started,textready.started,sound_2.started,textrest.stopped,textready.stopped,text.started,key_resp.started,key_resp.keys,key_resp.rt,emopic.started,emopic.stopped,textEndMessage.started,keyEnd.started,participant,session,date,expName,psychopyVersion,frameRate,
,,emo_pic\positive_high_5621.jpg,5,,,,,0,4,4,18,343.6120452999603,343.6120452999603,343.6120452999603,4.942129629629629,3.266943800030276,space,4.3218945999396965,,,,,337.5790672999574,337.5790311100078,338.59575420001056,,,347.9621136999922,372.9458435999695,372.9458473099745,372.9625226999633,377.94594130001497,,,,,338.59575420001056,343.6120452999603,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_low_6010.jpg,3,,,,,0,5,5,5,381.97932170005515,381.97932170005515,381.97932170005515,2.986111111111111,2.8669863000977784,space,8.274884199956432,,,,,377.94594130001497,377.94592981002063,378.9627405999927,,,390.27942150004674,415.2631903999718,415.26318591003076,415.2798785000341,420.26327180000953,,,,,378.9627405999927,381.97932170005515,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_high_1201.jpg,5,,,,,0,6,6,10,426.2800351000624,426.2800351000624,426.2800351000624,4.803240740740741,4.617502900073305,space,5.717860899982043,,,,,420.26327180000953,420.263267110067,421.2632902000332,,,432.0471840000246,457.03097590000834,457.03097961001333,457.0476466000546,462.03105580003466,,,,,421.2632902000332,426.2800351000624,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\positive_high_8370.jpg,7,,,,,0,7,7,19,470.06405100005213,470.06405100005213,470.06405100005213,5.960648148148148,11.917156800045632,space,13.678521899972111,,,,,462.03105580003466,462.0310668099788,463.04774419998284,,,483.76474110002164,508.74846479995176,508.7484687099583,508.7651080000214,513.7485456999857,,,,,463.04774419998284,470.06405100005213,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pneutral_7100.jpg,3,,,,,0,8,8,1,517.7814903999679,517.7814903999679,517.7814903999679,2.9745370370370368,3.200303800054826,space,4.408321199938655,,,,,513.7485456999857,513.7484944100376,514.7652166000335,,,522.2149070999585,547.1990749000106,547.1990259099636,547.2157366999891,552.1991155999713,,,,,514.7652166000335,517.7814903999679,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\positive_high_8492.jpg,1,,,,,0,9,9,16,554.2320670000045,554.2320670000045,554.2320670000045,0.9375,9.90035909996368,space,11.381933300057426,,,,,552.1991155999713,552.1991229100037,553.2158106999705,,,565.6322728999658,590.6163925000001,590.616395409999,590.6330350999488,595.616507000057,,,,,553.2158106999705,554.2320670000045,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_low_2100.jpg,7,,,,,0,10,10,7,603.6498142000055,603.6498142000055,603.6498142000055,6.006944444444445,2.233562499983236,space,7.292099500074983,,,,,595.616507000057,595.6165127099608,596.6331315999851,,,610.9665721999481,635.9503232999705,635.9503249099595,635.9669935000129,640.9505670999642,,,,,596.6331315999851,603.6498142000055,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\positive_low_7340.jpg,1,,,,,0,11,11,12,642.9834844999714,642.9834844999714,642.9834844999714,0.9837962962962965,3.033610300044529,space,5.222087699919939,,,,,640.9505670999642,640.9505733099883,641.9672463999595,,,648.2335798999993,673.2173114999896,673.2172963099671,673.2339640000137,678.2173662000569,,,,,641.9672463999595,642.9834844999714,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pneutral_7950.jpg,7,,,,,0,12,12,3,686.2341575999744,686.2341575999744,686.2341575999744,6.93287037037037,3.917040199972689,space,6.052007299964316,,,,,678.2173662000569,678.2173702100641,679.2173514000606,,,692.3347034000326,717.3184398000594,717.3184396100347,717.335102800047,722.3185179999564,,,,,679.2173514000606,686.2341575999744,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\positive_low_2314.jpg,5,,,,,0,13,13,14,728.3514948999509,728.3514948999509,728.3514948999509,5.000000000000001,3.4169718999182805,space,4.654299099929631,,,,,722.3185179999564,722.3185197100626,723.3351715999888,,,733.034871699987,758.0190479999874,758.0190123100416,758.0357089999598,763.0191410999978,,,,,723.3351715999888,728.3514948999509,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_high_1300.jpg,3,,,,,0,14,14,9,767.0521139999619,767.0521139999619,767.0521139999619,2.997685185185185,2.933566499967128,space,4.114095099968836,,,,,763.0191410999978,763.0191352100461,764.0358573000412,,,771.1855364999501,796.1693619999569,796.1693667099695,796.1860311999917,801.1697647999972,,,,,764.0358573000412,767.0521139999619,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_low_9331.jpg,1,,,,,0,15,15,4,803.2029369999655,803.2029369999655,803.2029369999655,0.9606481481481483,2.7669260000111535,space,4.218716299976222,,,,,801.1697647999972,801.1697357099853,802.1864505000412,,,807.4529753000243,832.4367721000453,832.4367636099574,832.4534426999744,837.4368188000517,,,,,802.1864505000412,803.2029369999655,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_low_2520.jpg,5,,,,,0,16,16,6,843.4699806000572,843.4699806000572,843.4699806000572,4.988425925925926,2.666868899948895,space,12.080094999982975,,,,,837.4368188000517,837.4368213100475,838.4535345999757,,,855.570593600045,880.5543534000171,880.5543624100625,880.5710253999569,885.5544365999522,,,,,838.4535345999757,843.4699806000572,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pnegative_high_6230.jpg,1,,,,,0,17,17,8,887.5876439999556,887.5876439999556,887.5876439999556,0.9837962962962965,2.5669154000934213,space,9.578356600017287,,,,,885.5544365999522,885.5544389100629,886.5711120000342,,,897.2044896000298,922.1883493999485,922.1883538099588,922.2050186999841,927.1884317999939,,,,,886.5711120000342,887.5876439999556,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\pneutral_7233.jpg,5,,,,,0,18,18,2,933.2214060999686,933.2214060999686,933.2214060999686,5.138888888888888,2.0502339000813663,space,2.9687697999179363,,,,,927.1884317999939,927.188430809963,928.2051362999482,,,936.2214259000029,961.2056498000165,961.2056390100275,961.2223088999745,966.2057186999591,,,,,928.2051362999482,933.2214060999686,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,emo_pic\positive_low_7325.jpg,3,,,,,0,19,19,13,970.2386699999915,970.2386699999915,970.2386699999915,2.986111111111111,4.183599100098945,space,5.695265000103973,,,,,966.2057186999591,966.2057186100516,967.2223960000556,,,975.9553911000257,1000.9391556000337,1000.9391574100242,1000.9558254999574,1005.9396899000276,,,,,967.2223960000556,970.2386699999915,,,009,001,2023-06-01_17h43.14.498,time_exp,2022.2.5,60.0228567381365,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.9396899000276,1005.9396899000276,,,,,,,
