trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,textblank1000.stopped,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.485893800010672,13.485893800010672,space,0.7074394999945071,,,,,,,,956985,001,2023-05-01_16h50.09.826,time_exp,2022.2.5,59.806215903164286,
,,,,,,,,,,14.22447800001828,15.298944700014545,15.298944700014545,20.385419199999887,20.385419199999887,20.385419199999887,20.385419199999887,,,,,,,
