trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,20.283779599994887,20.283779599994887,space,1.2609854000038467,,,000,001,2023-05-02_15h23.14.699,time_exp,2022.2.5,59.78004530366061,
,,,,,,,,,,21.574530499987304,21.57238816996105,,,,,,,
