trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,scale.response,scale.rt,key_next.keys,key_next.rt,textrest.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,28.44209879997652,28.44209879997652,space,7.242791600059718,,,,,,,,,,,,,000,001,2023-05-02_16h38.28.732,time_exp,2022.2.5,60.13514773801264,
,,,,,,,,,,35.73003549996065,35.72928139998112,36.79882029996952,43.87909989996115,43.87909989996115,43.87909989996115,43.87909989996115,None,None,space,0.3542945000808686,44.27735029999167,,,,,,,
