trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,textblank1000.stopped,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,16.078160000004573,16.078160000004573,space,1.2021765000245068,,,,,,,,124286,001,2023-05-01_16h48.19.754,time_exp,2022.2.5,60.10941115056561,
,,,,,,,,,,17.308784599998035,18.381826400000136,18.381826400000136,23.482176999998046,23.482176999998046,23.482176999998046,23.482176999998046,,,,,,,
