trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,62.4331075999653,62.4331075999653,space,6.9399011000059545,,,,,,,,000,001,2023-05-02_15h27.11.379,time_exp,2022.2.5,59.993580686875895,
,,,,,,,,,,69.4190359999775,69.41283329997677,70.47508740000194,71.58247039996786,71.58247039996786,71.58247039996786,71.58247039996786,,,,,,,
