trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,sound_1.started,textblank1000.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,14.049830200034194,14.049830200034194,space,5.111086999997497,,,,000,001,2023-05-02_15h24.20.323,time_exp,2022.2.5,60.11996339255656,
,,,,,,,,,,19.18593899998814,19.18606387001928,,,,,,,,
