trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,13.789163000008557,13.789163000008557,space,1.4578055000165477,,,,,,,032582,001,2023-05-01_16h49.38.050,time_exp,2022.2.5,59.525581119848546,
,,,,,,,,,,15.269039500009967,16.314885600004345,17.42325200000778,17.42325200000778,17.42325200000778,17.42325200000778,,,,,,,
