trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,emo_pic,duration,textWelcomeMessage.started,keyWelcome.started,keyWelcome.keys,keyWelcome.rt,textblank1000.started,textblank1000.stopped,emopic.started,emopic.stopped,textreproductionstart.started,scale.started,key_next.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,14.146091799979331,14.146091799979331,space,1.5789096000080463,,,,,,,,512277,001,2023-05-01_16h50.45.732,time_exp,2022.2.5,60.30573803846845,
,,,,,,,,,,15.756372999981977,16.828718499979004,16.828718499979004,21.921117799996864,21.921117799996864,21.921117799996864,21.921117799996864,,,,,,,
